,3,5,6,8,11,13,14,19,23,31,32,33,34,35,37,39,40,41,42,43,44,45,46,47,50,51,52,54,55,56,60,61,64,65,67,68,69,70,74,75,79,80,119,377,457,468,484,485,487,531,550,570,571,572,573,574,576,578,581,582,584,585,587,591,592,595,596,597,603,604,605,606
2019.08.07_6.2_small_16S.exp.,8.666666666666666,,1.818181818181818,,,,,,1.0,1.1111111111111112,235.0,1179.5,1676.0,22.0,,64.05882352941177,47.0,30.0,5.0,,,,7.0,,93.0,194.5,30.66666666666667,,1.7777777777777777,30.0,,300.5625,60.5,,,,0.5,,,,,,60.0,,,,,,,,,,273.0,12.0,45.0,,71.0,,71.0,48.38616714697406,7.0,,,18.0,7.5,,,,85.5,12.0,,
2019.08.06_2.3_surface_16S.exp.,,,,,,,,,,,,11.0,,,,1617.8823529411764,,,,,,,,,,,,,,,,,,,,,389.5,,,,,,,,6.0,,,,,,,,2.0,,,,,,,,6.0,,,,,,,,,,,
2019.08.06_2.2_bottom_16S.exp.,10.666666666666666,,,2.8571428571428568,,,,,,,9.5,93.0,70.5,,,1421.470588235294,,,,,,,,,19.5,26.0,,,7.5555555555555545,,,,,,7.5,,460.0,,,,,,2.0,,22.0,6.857142857142858,,0.9374999999999998,2.2826086956521734,0.6666666666666666,,,50.0,21.0,2.0,,5.0,,10.0,,41.0,,,,,6.0,39.0,,,0.5,,
2019.08.06_5.1_16S.exp.,12.333333333333336,,1.818181818181818,4.285714285714286,2.6666666666666665,,5.0,,,,231.5,1649.5,1360.0,13.0,,26.470588235294123,15.0,13.5,,,,,,,263.0,90.0,104.0,,71.55555555555556,,,153.125,,0.8999999999999999,91.5,,14.5,,,138.0,,,8.0,,,,,,,,,,607.0,94.0,10.0,,10.0,,108.0,49.04899135446685,1563.0,,56.0,11.0,,,14.0,,282.0,38.0,,
2019.08.06_4.1_16S.exp.,,,0.7272727272727273,,,,,,5.0,,140.0,1095.5,762.5,12.5,,197.4705882352941,,11.5,,4.5,,,,,105.0,77.0,69.33333333333333,,,,,151.375,,,,19.5,2.0,0.5,,,1.6666666666666667,,37.0,,16.0,1.7142857142857142,,,,,,,229.0,40.0,12.0,,38.0,,62.0,54.35158501440922,47.0,,8.0,22.0,,,,,256.0,3.0,,
2019.08.06_2.2_surface_16S.exp.,,,,,,,,,,,,8.0,,,,1501.4117647058827,,,,,,,,,,,,,,,,,,,,,363.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.08.07_8.2_small_16S.exp.,11.333333333333336,,,2.142857142857143,,,,,,,295.0,1404.0,1975.5,23.0,,82.05882352941177,74.5,37.0,,11.0,,,5.5,,116.0,216.0,36.333333333333336,,4.888888888888889,32.0,,349.5625,34.0,,,,,,,17.0,,,62.0,,,,,,,,,,311.0,5.0,56.0,,49.0,,104.0,53.68876080691642,,,,,12.5,,,,125.0,17.0,,
2019.08.07_8.1_16S.exp.,7.333333333333332,,5.454545454545454,2.5,,,,,5.5,,304.0,1479.5,1774.5,24.5,,69.35294117647061,73.0,33.0,8.0,,,,5.5,,81.0,212.0,35.666666666666664,,2.6666666666666665,28.5,,304.0625,54.0,,,,,,,,5.0,,49.0,,,,,,,,,,307.0,5.0,64.0,,62.0,,106.0,51.70028818443804,,,,6.0,11.666666666666668,,,,117.0,18.0,,
2019.08.06_4_CP_0.2_16S.exp.,,,,,,,,,,,268.5,2312.0,1447.0,21.5,,,7.5,5.5,,,,,,,124.5,22.0,116.0,,19.11111111111111,,,173.6875,,,,25.0,2.5,,,,,,,3.0,,,,,,,,,476.0,,15.0,,8.0,,114.0,66.28242074927954,91.0,,25.0,,,,,1.0,766.5,3.5,,
2019.08.07_6.3_16S.exp.,10.333333333333334,,,3.2142857142857144,1.0,,,,9.0,4.4444444444444455,272.0,1406.0,1824.5,19.5,,63.0,,26.5,3.5,,,,7.0,,82.5,235.0,30.0,,,25.0,,274.75,70.5,,,,,,,,,,67.0,,1.0,,,,,,,,288.0,16.0,59.0,,84.0,,105.0,41.757925072046106,5.0,,,13.0,11.666666666666668,,,,117.0,16.0,,
